1775514900 76.2 77.5
1775515200 8.8 91.9
1775515500 71 73.2
1775515800 29.4 1.7
1775516100 34.6 23.5
1775516400 13.7 69.1
1775516700 15.3 94.3
1775517000 57.3 32.8
1775517300 92.5 29.1
1775517600 71 1.8
1775517900 21.7 83.6
1775518200 96.3 5.5
1775518500 9 85.8
1775518800 13 90.4
1775519100 57.1 66.1
1775519400 63.3 68.5
1775519700 78.9 7.3
1775520000 60.4 85.1
1775520300 80.5 25
1775520600 86.8 50.3
1775520900 48.5 0.6
1775521200 19.5 63.9
1775521500 94.9 12
1775521800 96.7 22.6
1775522100 76.3 67.7
1775522400 59.6 98.1
1775522700 86.5 56
1775523000 3.6 95.5
1775523300 77 51.8
1775523600 21.1 34.2
1775523900 53.2 19.6
1775524200 37.9 32.1
1775524500 27 98.4
1775524800 17.2 42.7
1775525100 23.4 4
1775525400 28.3 7.2
1775525700 39.8 83
1775526000 6.3 34.7
1775526300 95 3
1775526600 57.3 71.4
1775526900 5.9 52.2
1775527200 4.7 92.4
1775527500 8.2 43.5
1775527800 23.2 20.4
1775528100 95.4 44.3
1775528400 89.8 48.6
1775528700 64 27.8
1775529000 15.9 26.2
1775529300 26.2 68.3
1775529600 4.1 84.8
1775529900 72.3 32.4
1775530200 27.2 12.2
1775530500 15.4 33.5
1775530800 82.1 45.7
1775531100 36.5 74.7
1775531400 17.1 77.6
1775531700 26.9 21.8
1775532000 70.1 70.3
1775532300 65.3 93.3
1775532600 90.7 95.9
1775532900 72.8 80.6
1775533200 79.7 72
1775533500 8.4 30.8
1775533800 33.4 69.8
1775534100 99.1 37.6
1775534400 89.8 71.5
1775534700 5.2 17.1
1775535000 18.9 55.9
1775535300 50.6 1
1775535600 1.6 22.4
1775535900 10.9 53.9
1775536200 0 37.8
1775536500 10.9 5.3
1775536800 8.1 11.4
1775537100 33.8 98.9
1775537400 42.6 6.7
1775537700 14.7 22.3
1775538000 78.7 23.1
1775538300 53.2 12.2
1775538600 28.1 87.5
1775538900 85 17.9
1775539200 59 25.4
1775539500 35 13.1
1775539800 81.3 85.7
1775540100 49.4 18.1
1775540400 8.1 60.3
1775540700 72 43.3
1775541000 98.2 18.1
1775541300 48.7 41.5
1775541600 29.6 82.5
1775541900 40.4 72.2
1775542200 89.2 55.1
1775542500 29.7 3.2
1775542800 13.4 18.1
1775543100 50.6 41.5
1775543400 5.7 70.8
1775543700 59.5 99.9
1775544000 96.2 29.7
1775544300 48.3 77.6
1775544600 15.4 97.7
1775544900 30.9 58.7
1775545200 93.2 38.2
1775545500 2.1 26.6
1775545800 56.3 86
1775546100 68.2 21.1
1775546400 68.5 8.6
1775546700 28.5 93
1775547000 99 58.3
1775547300 31.4 47.6
1775547600 11.6 82
1775547900 89.2 52.5
1775548200 52.8 83.9
1775548500 52.5 49
1775548800 13.6 36
1775549100 61.8 64.3
1775549400 33.7 92.8
1775549700 58.2 62.1
1775550000 31 95.5
1775550300 88.8 22.5
1775550600 81.5 57
1775550900 43.7 85.3
1775551200 0.8 72.2
1775551500 78.3 35
1775551800 65.7 9.7
1775552100 82.7 12.6
1775552400 26.9 7.1
1775552700 65.1 14.9
1775553000 91 52.8
1775553300 63.9 39.8
1775553600 88.8 61
1775553900 39.3 57.7
1775554200 89 97.6
1775554500 19.9 55.2
1775554800 93.1 8.7
1775555100 77.7 9.9
1775555400 65.7 56.6
1775555700 95.2 1.7
1775556000 64.1 73.5
1775556300 36.8 29.8
1775556600 18.4 19.5
1775556900 77.6 80.5
1775557200 26.6 42.8
1775557500 95.4 52.8
1775557800 30.8 59.3
1775558100 27.8 19.7
1775558400 55.5 67.2
1775558700 77.4 44.5
1775559000 0 32.5
1775559300 99.7 28.3
1775559600 41.2 12.7
1775559900 38.2 42.1
1775560200 69.3 33.4
1775560500 43.9 33.4
1775560800 42.1 15.9
1775561100 98.5 95.7
1775561400 35.4 76.1
1775561700 76.2 97.2
1775562000 54.1 71.6
1775562300 85.2 85
1775562600 66.2 48.2
1775562900 39.9 21.7
1775563200 15.4 17.3
1775563500 1.5 50.6
1775563800 85.1 36.4
1775564100 79 26.3
1775564400 49.1 17.2
1775564700 3.7 53.7
1775565000 85.9 82.8
1775565300 87.1 28
1775565600 98.7 85.6
1775565900 59 34.1
1775566200 97 35.2
1775566500 66.5 51.1
1775566800 6.9 51.7
1775567100 36.1 8.3
1775567400 35.1 11.2
1775567700 30 50.6
1775568000 63.8 66.7
1775568300 36.4 48.9
1775568600 3.2 15.4
1775568900 10.4 87.5
1775569200 67.9 14.1
1775569500 41.2 53.8
1775569800 96.9 63.6
1775570100 17 95.6
1775570400 84.4 76
1775570700 64.9 81.4
1775571000 46.5 31.4
1775571300 32.6 88.6
1775571600 18.3 3.9
1775571900 96.9 53.5
1775572200 15.2 62.1
1775572500 39.3 79
1775572800 28.9 10.9
1775573100 63.1 67.3
1775573400 26.4 73.5
1775573700 54.8 29.5
1775574000 87.7 31.3
1775574300 83.3 19.8
1775574600 94.9 35.5
1775574900 15.5 79.3
1775575200 46.8 15.6
1775575500 96 93.3
1775575800 82.3 28.6
1775576100 17.1 35.8
1775576400 67.7 14
1775576700 24.5 18.1
1775577000 76.1 99
1775577300 32.3 5
1775577600 10 95.4
1775577900 7.5 36.4
1775578200 4.2 62.4
1775578500 65.9 91.9
1775578800 28.9 84.4
1775579100 46.9 23.8
1775579400 55.1 97.6
1775579700 38.3 1.9
1775580000 13.3 34.3
1775580300 30.4 95.6
1775580600 98.1 47.5
1775580900 66.6 1.1
1775581200 96.7 91.2
1775581500 19.2 72.9
1775581800 90.2 86.8
1775582100 13.1 0.2
1775582400 17.4 20.7
1775582700 71.8 21.6
1775583000 18.3 37.7
1775583300 48.7 47.2
1775583600 57.3 95.7
1775583900 6.2 12.5
1775584200 93.3 79.7
1775584500 49.6 41.8
1775584800 14.1 15.3
1775585100 72.6 47.4
1775585400 98 39.3
1775585700 48.5 94.8
1775586000 30.5 3
1775586300 2.9 55.9
1775586600 89.8 16
1775586900 56.2 42.4
1775587200 71.9 28
1775587500 64.1 90.2
1775587800 1 48
1775588100 72.6 58.3
1775588400 78.9 14
1775588700 70.8 72.3
1775589000 93.8 55.7
1775589300 49.3 43.1
1775589600 71 22
1775589900 90.5 69
1775590200 61.3 39.1
1775590500 63.8 27
1775590800 42.1 66.7
1775591100 82.9 67.1
1775591400 18 74.3
1775591700 9.5 89.9
1775592000 2.4 8.8
1775592300 15.4 38.6
1775592600 56.9 23.2
1775592900 96.9 71
1775593200 37.3 3
1775593500 43.3 66.3
1775593800 58.7 27.9
1775594100 9.4 64.9
1775594400 49.9 35.1
1775594700 33.9 46.4
1775595000 74.2 33
1775595300 8.6 51.5
1775595600 34.9 91.5
1775595900 18.6 88.1
1775596200 1.1 63.4
1775596500 13.3 38.7
1775596800 72.2 28.7
1775597100 77.3 64.3
1775597400 51.9 74.2
1775597700 35.4 24.4
1775598000 12.4 13.9
1775598300 25.9 6.3
1775598600 41.8 35.3
1775598900 71.2 26.9
1775599200 70.5 40.4
1775599500 73.3 79.9
1775599800 73.4 81.9
1775600100 31.5 43.5
1775600400 8.7 85.3
1775600700 66.9 45
1775601000 48.7 80.2
1775601300 83.7 56.2
1775601600 8.9 61
1775601900 20.5 96
1775602200 70.4 91.1
1775602500 55.7 82.9
1775602800 40.3 81.6
1775603100 89.2 82.1
1775603400 52.2 60.5
1775603700 44.3 57.9
1775604000 36.1 52.8
1775604300 37.8 44.7
1775604600 70 4.5
1775604900 88.2 78.7
1775605200 89.9 55.1
1775605500 58.9 38.6
1775605800 35.3 42.6
1775606100 94.8 79.4
1775606400 3.6 50.6
1775606700 10.7 9.2
1775607000 41.7 66.4
1775607300 92.1 82
1775607600 48 16.6
1775607900 99.4 35.4
1775608200 12.3 43.7
1775608500 93.3 48.4
1775608800 31.7 31.2
1775609100 93.1 1.7
1775609400 70.9 16.5
1775609700 15.6 60.8
1775610000 6.9 74.5
1775610300 99.5 42.2
1775610600 17.1 29.5
1775610900 56.9 55.9
1775611200 80.1 67.6
1775611500 65.2 57.1
1775611800 34 92.5
1775612100 74.3 17.2
1775612400 9.1 8.9
1775612700 52.7 56.6
1775613000 87.8 81.2
1775613300 5 19.6
1775613600 12.4 33.3
1775613900 21.3 18.6
1775614200 49.9 37
1775614500 79.4 56.8
1775614800 11.5 14.1
1775615100 34.2 63.9
1775615400 43.7 26.3
1775615700 19.8 59
1775616000 93.9 20.2
1775616300 51.3 63.1
1775616600 12.8 25.7
1775616900 80.4 57.1
1775617200 34.6 68.3
1775617500 13.8 22.5
1775617800 49.5 54
1775618100 42.1 97.2
1775618400 22.6 63.4
1775618700 15.8 72.5
1775619000 35.6 95.2
1775619300 64.5 47.2
1775619600 44.6 33.9
1775619900 11.1 88.3
1775620200 60.3 66.1
1775620500 82.5 54.2
1775620800 21.6 33.9
1775621100 17.4 34.4
1775621400 59.6 33
1775621700 26.7 29.4
1775622000 1.3 75.7
1775622300 51.9 86
1775622600 65 29.2
1775622900 83.2 87.6
1775623200 27.9 99
1775623500 95.3 63.5
1775623800 29.5 59.8
1775624100 10.7 74.1
1775624400 93.7 57
1775624700 97.6 54
1775625000 58.4 80.1
1775625300 8.3 80
1775625600 49.2 60.9
1775625900 49.6 44
1775626200 93.9 76.3
1775626500 73.5 30.4
1775626800 87.3 60.6
1775627100 16.4 52.3
1775627400 25.1 34.9
1775627700 75.1 53
1775628000 33.9 70.4
1775628300 16.5 98.6
1775628600 30.2 62.5
1775628900 7.9 59.1
1775629200 54.7 40.7
1775629500 48.4 13.1
1775629800 56.1 91.9
1775630100 93.1 5.3
1775630400 52.8 42.7
1775630700 49.4 81.9
1775631000 54.3 58.1
1775631300 12.3 76.8
1775631600 18.7 63.9
1775631900 64.3 43.8
1775632200 98.8 39.4
1775632500 32 68
1775632800 9.8 48.6
1775633100 1.8 75.2
1775633400 46.3 9.8
1775633700 69.5 1
1775634000 50.5 17.9
1775634300 14.2 6.6
1775634600 9.8 42.5
1775634900 47.2 97.8
1775635200 85.3 96.6
1775635500 79.7 74.8
1775635800 54.7 27.2
1775636100 51.6 8.6
1775636400 91.2 15.9
1775636700 87.7 90
1775637000 55.3 19.7
1775637300 93.2 0.3
1775637600 3.5 95.1
1775637900 10.7 49.8
1775638200 4.9 15.4
1775638500 86.1 90.6
1775638800 33.4 0.3
1775639100 32.5 78.4
1775639400 42.8 79.7
1775639700 76.3 63.3
1775640000 11.5 56
1775640300 38.1 1.4
1775640600 18.5 89.7
1775640900 10 9.7
1775641200 40.8 32.9
1775641500 34.9 31.3
1775641800 87.9 63.4
1775642100 31.6 91.4
1775642400 58.5 77.5
1775642700 76.5 98.6
1775643000 93 62.6
1775643300 89.2 61.6
1775643600 62.9 56.9
1775643900 75.2 40.9
1775644200 36.6 51.5
1775644500 39.5 83.3
1775644800 42.8 77.6
1775645100 84.7 61.3
1775645400 2.6 30
1775645700 6.2 78.6
1775646000 62.9 76.3
1775646300 10 50.8
1775646600 39.7 41.6
1775646900 77.5 98.2
1775647200 54.4 54
1775647500 32 82.6
1775647800 51.8 56.5
1775648100 79.4 49.9
1775648400 13.4 54.6
1775648700 90.8 85.3
1775649000 6.2 30.3
1775649300 68.6 84.2
1775649600 43.2 53.4
1775649900 80.7 81
1775650200 83.4 86.9
1775650500 59.6 81.5
1775650800 98.4 69.6
1775651100 32.4 38.2
1775651400 46.5 45.1
1775651700 71.6 36.1
1775652000 34.3 3.7
1775652300 18.7 86.1
1775652600 60.2 98.1
1775652900 36 8.8
1775653200 87.9 62
1775653500 94.1 29.3
1775653800 92.4 62.8
1775654100 13.5 70.8
1775654400 16.2 94.2
1775654700 87 99.6
1775655000 16.3 46.6
1775655300 81.1 50
1775655600 51.5 48.7
1775655900 23.4 33.2
1775656200 29 95
1775656500 69.3 63.3
1775656800 33.9 88
1775657100 49.4 29.3
1775657400 21.3 85.4
1775657700 38.2 44.4
1775658000 47.5 32.3
1775658300 73.8 75.1
1775658600 95.1 87.3
1775658900 81.1 46.5
1775659200 16.8 68.1
1775659500 81.3 68.3
1775659800 49.9 97.7
1775660100 53.5 1.4
1775660400 46.4 76.9
1775660700 34.6 10.7
1775661000 7.2 39.1
1775661300 74 41.1
1775661600 62.3 58.7
1775661900 5.7 83.6
1775662200 79.3 43.9
1775662500 28.1 62
1775662800 11.4 37.1
1775663100 37.1 41.8
1775663400 59.6 53.4
1775663700 88.3 76.4
1775664000 56.7 69.7
1775664300 80 6.7
1775664600 67.4 33.5
1775664900 43.3 49
1775665200 45.7 13.2
1775665500 94.9 52.9
1775665800 52.3 69
1775666100 29.2 14.7
1775666400 62.9 34.9
1775666700 33.5 42.2
1775667000 14 96.8
1775667300 4.3 25.5
1775667600 33.9 76.6
1775667900 2.5 93.6
1775668200 65.3 26
1775668500 5.2 22
1775668800 95.7 20.4
1775669100 28.7 98.3
1775669400 54 72.1
1775669700 82.6 99.7
1775670000 20.5 12.7
1775670300 87.8 72.8
1775670600 16.9 17
1775670900 22.7 79.8
1775671200 52 56.3
1775671500 22.1 66
1775671800 88.3 61.6
1775672100 26.7 22.3
1775672400 38.2 29.2
1775672700 51.1 3.5
1775673000 55.3 56.3
1775673300 60.8 86.2
1775673600 76.8 89.5
1775673900 19.8 66
1775674200 96.8 37.6
1775674500 0.9 17.3
1775674800 50.3 88.7
1775675100 25.4 67.3
1775675400 5.7 48.1
1775675700 82.3 92.9
1775676000 39.6 4.4
1775676300 94.2 28
1775676600 1.2 20.9
1775676900 85.5 74.7
1775677200 85.4 36.6
1775677500 13.4 75.9
1775677800 28.1 74.2
1775678100 97.3 40.1
1775678400 63.8 17.1
1775678700 41.3 95.8
1775679000 89.9 42.2
1775679300 48.4 75.5
1775679600 66.1 9
1775679900 78 7.1
1775680200 92.3 60.3
1775680500 0 32
1775680800 0 94.2
1775681100 95.2 1.2
1775681400 50.4 80.7
1775681700 75.9 35.8
1775682000 52.5 89.4
1775682300 11.7 15.8
1775682600 63.6 9
1775682900 56 62.6
1775683200 61.4 97.3
1775683500 93.7 86.5
1775683800 74.8 42.1
1775684100 62 40.9
1775684400 86.3 40
1775684700 83.2 78.6
1775685000 0.4 83.3
1775685300 45.8 35.6
1775685600 12.7 41
1775685900 36.8 63.1
1775686200 56.9 12.8
1775686500 34.1 44.6
1775686800 37.4 45.8
1775687100 60.5 1
1775687400 90.1 16.5
1775687700 98.9 86.7
1775688000 49 92.6
1775688300 73.2 23.8
1775688600 69.9 70.5
1775688900 0 56.2
1775689200 45.7 83.2
1775689500 34.8 46.1
1775689800 1.7 80.7
1775690100 16.9 49.7
1775690400 56.9 53.8
1775690700 12.8 13.9
1775691000 1.8 47
1775691300 58.5 39.2
1775691600 28 54.2
1775691900 75.4 53.3
1775692200 70.7 74.3
1775692500 40 55
1775692800 2.1 48.5
1775693100 78.8 72
1775693400 19 14
1775693700 63.4 64.7
1775694000 32.5 98.3
1775694300 46.1 69.4
1775694600 14.2 63
1775694900 19.1 6.3
1775695200 52 32
1775695500 55.4 53.8
1775695800 14.2 49.2
1775696100 93 42.2
1775696400 3.4 68.5
1775696700 30.8 9.4
1775697000 78 70.8
1775697300 64.4 80.2
1775697600 54.5 78.4
1775697900 52.2 8.7
1775698200 92.5 15.7
1775698500 73.5 60.2
1775698800 49.2 54.8
1775699100 29.6 98.6
1775699400 53 84
1775699700 4.9 5.1
1775700000 51.2 95.6
1775700300 58.9 65.4
1775700600 44.8 87.2
1775700900 42.8 48.2
1775701200 55.7 8.8
1775701500 57.6 33.7
1775701800 79.7 22
1775702100 13.9 69.4
1775702400 0.5 1.4
1775702700 78.2 28.2
1775703000 52.3 86.9
1775703300 23.6 1.5
1775703600 41.7 88.4
1775703900 35.3 29.9
1775704200 72.4 75.4
1775704500 35 23.6
1775704800 71 29.2
1775705100 24.2 15.8
1775705400 16.4 2.3
1775705700 64.1 72.1
1775706000 11.1 56.9
1775706300 41 26
1775706600 79 90.2
1775706900 95.5 14.7
1775707200 91.6 8.9
1775707500 78.1 43.9
1775707800 95.8 1.7
1775708100 80.6 37.5
1775708400 90.1 51.1
1775708700 67.4 97.8
1775709000 26.5 37.7
1775709300 56.6 97.6
1775709600 66.9 16.1
1775709900 13.4 83.3
1775710200 53.6 12.7
1775710500 90.6 99.9
1775710800 69.7 31.6
1775711100 26 83.9
1775711400 57 56.7
1775711700 98.6 48.6
1775712000 0.8 76.7
1775712300 27.7 96.6
1775712600 13.6 43.5
1775712900 69.3 3.7
1775713200 94.6 71.9
1775713500 36.7 21.2
1775713800 9.6 93.4
1775714100 54 11.7
1775714400 9.5 67.4
1775714700 95 63.1
1775715000 80.2 20.8
1775715300 63 85.1
1775715600 52.5 24.2
1775715900 69 44.7
1775716200 16.1 67.6
1775716500 93.4 16.9
1775716800 79.5 56.3
1775717100 13.5 93.1
1775717400 35.1 18
1775717700 32 29.7
1775718000 90 68.8
1775718300 86.1 99.6
1775718600 97.4 40.1
1775718900 11.4 6.9
1775719200 42.8 41.6
1775719500 5.2 58.2
1775719800 62.5 68.2
1775720100 43.3 50.2
1775720400 27.7 12.3
1775720700 94.9 79
1775721000 15.1 23.5
1775721300 96 94.6
1775721600 79.9 44.7
1775721900 22.9 50.2
1775722200 62.8 54.9
1775722500 79.9 52.8
1775722800 58.9 1.3
1775723100 87.6 56.3
1775723400 76.6 99
1775723700 98.4 19.4
1775724000 75.9 3.6
1775724300 77.6 38.4
1775724600 7.1 20.9
1775724900 23.8 70
1775725200 68.4 53.9
1775725500 49 83.5
1775725800 77.5 45
1775726100 78.1 92.6
1775726400 25 36.2
1775726700 42.8 87.8
1775727000 26.4 57.9
1775727300 75.8 85.3
1775727600 94.4 63.4
1775727900 76.9 71.1
1775728200 97.7 10.5
1775728500 25.7 73.6
1775728800 14.2 3.4
1775729100 47.2 56.5
1775729400 59.5 71
1775729700 26.5 63.2
1775730000 24.9 10.7
1775730300 46.7 37.6
1775730600 55.8 60.1
1775730900 30.2 16
1775731200 96.3 8.2
1775731500 3.8 22.7
1775731800 1.4 79.6
1775732100 43.3 95.8
1775732400 43 55.4
1775732700 66.9 40.7
1775733000 65.9 92.7
1775733300 49.5 80.1
1775733600 31.3 96.7
1775733900 71.8 26
1775734200 2.9 33.5
1775734500 89.2 63.1
1775734800 44.3 71.2
1775735100 0.7 35.3
1775735400 31.3 66.2
1775735700 51.3 62.8
1775736000 9.6 55.1
1775736300 85.6 11
1775736600 69.9 64.1
1775736900 6.9 48.1
1775737200 19.5 9
1775737500 88.9 85.4
1775737800 36.9 73.6
1775738100 0.8 68.2
1775738400 70.4 72.6
1775738700 29.5 73.3
1775739000 41.4 18.7
1775739300 36.4 85.7
1775739600 25.1 72.4
1775739900 21 56.4
1775740200 73.8 72.3
1775740500 19.3 83.4
1775740800 62.6 40.1
1775741100 94.5 32.5
1775741400 39.4 36.6
1775741700 80.6 58.9
1775742000 45.6 4.7
1775742300 79.5 82.6
1775742600 78.4 80.3
1775742900 86 84
1775743200 88.2 15.5
1775743500 57.3 64.8
1775743800 69.5 29
1775744100 50.5 94.6
1775744400 36.6 6.7
